"{""$oid"":""64e4a9dfba64ff72081dc01c""}"	1692707295	"{""virtual_server_id"":1046,""associated_users"":[],""GameModeName"":""Conquest"",""victim"":{""Token"":"""",""Location"":""X=2824.560 Y=-7348.339 Z=392.778"",""team_id"":"""",""Character"":""Hero"",""tags"":[""HitWidget"",""AI""]},""MapName"":""L_EliteEnclave_V1_PLA"",""Assists"":[{""Token"":"""",""Location"":""X=2558.066 Y=-6922.491 Z=392.778"",""team_id"":"""",""Character"":""Hero"",""tags"":[""HitWidget"",""AI""]}],""KillInstigator"":{""Distance"":419.18713260946123,""Character"":""Hero"",""used_weapon"":{""type"":""Pistol"",""name"":""BerettaPistol""},""first_kill"":true,""Location"":""X=2715.573 Y=-6943.568 Z=392.995"",""team_id"":"""",""Token"":"""",""Headshot"":0,""OneShot"":0,""tags"":[""HitWidget"",""AI""]},""user_id"":""""}"	CC.Event.KillEvent	15505314-604c-411d-b7eb-ebcc25d46443	"{""CC.Event.KillEvent"":""SLIDE[application.modules.ingestion.common.handlers.citizen_conflict_handler.CitizenHandlers.handle_kill_event,application.modules.ingestion.common.handlers.event_handlers.CommonEventHandlers.store_event,""}"
"{""$oid"":""64e4a9e16f69ac7aed412bb9""}"	1692707297	"{""virtual_server_id"":1046,""associated_users"":[],""GameModeName"":""Conquest"",""victim"":{""Token"":"""",""team_id"":"""",""Character"":""Hero"",""Location"":""X=2458.006 Y=-6839.018 Z=392.995"",""tags"":[""HitWidget"",""AI""]},""MapName"":""L_EliteEnclave_V1_PLA"",""Assists"":[],""KillInstigator"":{""Distance"":1143.1381136164827694,""Character"":""Hero"",""used_weapon"":{""name"":""MK556Rifle"",""type"":""Rifle""},""OneShot"":0,""Location"":""X=2732.522 Y=-7948.705 Z=392.778"",""team_id"":"""",""Token"":"""",""Headshot"":0,""tags"":[""HitWidget"",""AI""]},""user_id"":""""}"	CC.Event.KillEvent	40cef8b7-2922-4c5e-ad9a-b326346875af	"{""CC.Event.KillEvent"":""SLIDE[application.modules.ingestion.common.handlers.citizen_conflict_handler.CitizenHandlers.handle_kill_event,application.modules.ingestion.common.handlers.event_handlers.CommonEventHandlers.store_event,""}"
"{""$oid"":""64e4a9e3b50712b754427088""}"	1692707299	"{""associated_users"":[],""user_id"":"""",""KillInstigator"":{""OneShot"":0,""used_weapon"":{""type"":""Rifle"",""name"":""MK556Rifle""},""tags"":[""HitWidget"",""AI""],""Headshot"":0,""Distance"":3420.9590681345762277,""Location"":""X=-1304.364 Y=-107.673 Z=100.045"",""Token"":"""",""Character"":""Hero"",""team_id"":""""},""Assists"":[{""Location"":""X=-3177.177 Y=-1748.657 Z=282.836"",""tags"":[""HitWidget"",""AI""],""Token"":"""",""team_id"":"""",""Character"":""Hero""},{""Location"":""X=-3409.996 Y=-1955.094 Z=317.317"",""tags"":[""HitWidget"",""AI""],""Token"":"""",""team_id"":"""",""Character"":""Hero""}],""GameModeName"":""Conquest"",""virtual_server_id"":1046,""victim"":{""Location"":""X=1747.495 Y=-1650.813 Z=188.557"",""tags"":[""HitWidget"",""AI""],""Token"":"""",""team_id"":"""",""Character"":""Hero""},""MapName"":""L_EliteEnclave_V1_PLA""}"	CC.Event.KillEvent	eac4179b-20da-4bb6-98ef-31cce97a86ef	"{""CC.Event.KillEvent"":""SLIDE[application.modules.ingestion.common.handlers.citizen_conflict_handler.CitizenHandlers.handle_kill_event,application.modules.ingestion.common.handlers.event_handlers.CommonEventHandlers.store_event,""}"
"{""$oid"":""64e4a9e36f69ac7aed412bba""}"	1692707299	"{""associated_users"":[],""user_id"":"""",""KillInstigator"":{""OneShot"":0,""used_weapon"":{""name"":""MK556Rifle"",""type"":""Rifle""},""tags"":[""HitWidget"",""AI""],""Headshot"":0,""Distance"":799.0150015532432235,""Location"":""X=-1702.243 Y=-4622.050 Z=194.200"",""Token"":"""",""Character"":""Hero"",""team_id"":""""},""Assists"":[{""tags"":[""HitWidget"",""AI""],""Token"":"""",""Location"":""X=-2995.421 Y=-5041.738 Z=194.822"",""Character"":""Hero"",""team_id"":""""}],""GameModeName"":""Conquest"",""virtual_server_id"":1046,""victim"":{""tags"":[""HitWidget"",""AI""],""Token"":"""",""Location"":""X=-1258.417 Y=-5286.462 Z=194.393"",""Character"":""Hero"",""team_id"":""""},""MapName"":""L_EliteEnclave_V1_PLA""}"	CC.Event.KillEvent	2e2cff13-cce8-4937-ab17-8891e8ee3b9b	"{""CC.Event.KillEvent"":""SLIDE[application.modules.ingestion.common.handlers.citizen_conflict_handler.CitizenHandlers.handle_kill_event,application.modules.ingestion.common.handlers.event_handlers.CommonEventHandlers.store_event,""}"
"{""$oid"":""64e4a9eb6f69ac7aed412bbb""}"	1692707307	"{""user_id"":""9105bd7e-8054-41e5-ba03-c98256cd0a27"",""virtual_server_id"":1046,""victim"":{""Character"":""Hero"",""tags"":[""HitWidget"",""AI""],""Token"":"""",""team_id"":"""",""Location"":""X=934.485 Y=-3703.896 Z=94.200""},""associated_users"":[""9105bd7e-8054-41e5-ba03-c98256cd0a27""],""Assists"":[],""KillInstigator"":{""OneShot"":0,""tags"":[""Player"",""HitWidget""],""team_id"":""00000000-0000-0000-0000-000000000000"",""Token"":""9105bd7e-8054-41e5-ba03-c98256cd0a27"",""Distance"":797.32160640422591769,""used_weapon"":{""name"":""MK556Rifle"",""type"":""Rifle""},""Headshot"":0,""Location"":""X=1481.671 Y=-4275.130 Z=194.200"",""Character"":""Tunkas""},""GameModeName"":""Conquest"",""MapName"":""L_EliteEnclave_V1_PLA""}"	CC.Event.KillEvent	8b6966cc-1e77-4a29-86e8-23277e6009d4	"{""CC.Event.KillEvent"":""SLIDE[application.modules.ingestion.common.handlers.citizen_conflict_handler.CitizenHandlers.handle_kill_event,application.modules.ingestion.common.handlers.event_handlers.CommonEventHandlers.store_event,""}"
"{""$oid"":""64e4a9f1ba64ff72081dc023""}"	1692707313	"{""user_id"":"""",""virtual_server_id"":1046,""victim"":{""Character"":""Hero"",""tags"":[""HitWidget"",""AI""],""Token"":"""",""team_id"":"""",""Location"":""X=-761.122 Y=-5253.635 Z=194.376""},""associated_users"":[],""Assists"":[],""KillInstigator"":{""OneShot"":0,""tags"":[""HitWidget"",""AI""],""team_id"":"""",""Token"":"""",""Distance"":1128.4893396184763787,""used_weapon"":{""name"":""MK556Rifle"",""type"":""Rifle""},""Headshot"":0,""Location"":""X=-1837.204 Y=-4913.750 Z=198.264"",""Character"":""Hero""},""GameModeName"":""Conquest"",""MapName"":""L_EliteEnclave_V1_PLA""}"	CC.Event.KillEvent	521381c1-a5a5-4e20-87ae-df7a9b473bde	"{""CC.Event.KillEvent"":""SLIDE[application.modules.ingestion.common.handlers.citizen_conflict_handler.CitizenHandlers.handle_kill_event,application.modules.ingestion.common.handlers.event_handlers.CommonEventHandlers.store_event,""}"
"{""$oid"":""64e4a9f6b50712b75442708f""}"	1692707318	"{""user_id"":""9105bd7e-8054-41e5-ba03-c98256cd0a27"",""virtual_server_id"":1046,""victim"":{""Character"":""Hero"",""tags"":[""HitWidget"",""AI""],""Token"":"""",""team_id"":"""",""Location"":""X=1842.158 Y=-2675.664 Z=190.150""},""associated_users"":[""9105bd7e-8054-41e5-ba03-c98256cd0a27""],""Assists"":[],""KillInstigator"":{""OneShot"":0,""tags"":[""Player"",""HitWidget""],""team_id"":""00000000-0000-0000-0000-000000000000"",""Token"":""9105bd7e-8054-41e5-ba03-c98256cd0a27"",""Distance"":1257.9548029272650638,""used_weapon"":{""type"":""Rifle"",""name"":""MK556Rifle""},""Headshot"":0,""Location"":""X=2041.447 Y=-3917.732 Z=189.771"",""Character"":""Tunkas""},""GameModeName"":""Conquest"",""MapName"":""L_EliteEnclave_V1_PLA""}"	CC.Event.KillEvent	f943b107-e276-4ad2-89d8-579eb4a025dc	"{""CC.Event.KillEvent"":""SLIDE[application.modules.ingestion.common.handlers.citizen_conflict_handler.CitizenHandlers.handle_kill_event,application.modules.ingestion.common.handlers.event_handlers.CommonEventHandlers.store_event,""}"
"{""$oid"":""64e4a9f9b50712b754427098""}"	1692707321	"{""GameModeName"":""Conquest"",""Assists"":[{""Token"":"""",""team_id"":"""",""Character"":""Hero"",""tags"":[""HitWidget"",""AI""],""Location"":""X=-656.862 Y=-10503.733 Z=-211.443""},{""Token"":"""",""team_id"":"""",""Character"":""Hero"",""tags"":[""HitWidget"",""AI""],""Location"":""X=-251.393 Y=-11101.239 Z=-259.020""}],""user_id"":"""",""virtual_server_id"":1046,""victim"":{""Token"":"""",""team_id"":"""",""Character"":""Hero"",""tags"":[""HitWidget"",""AI""],""Location"":""X=326.540 Y=-8379.419 Z=-211.443""},""KillInstigator"":{""OneShot"":0,""tags"":[""HitWidget"",""AI""],""Location"":""X=-204.523 Y=-7365.269 Z=-9.111"",""Headshot"":0,""team_id"":"""",""Character"":""Hero"",""used_weapon"":{""name"":""MK556Rifle"",""type"":""Rifle""},""Distance"":1162.5260597531951134,""Token"":""""},""associated_users"":[],""MapName"":""L_EliteEnclave_V1_PLA""}"	CC.Event.KillEvent	da347801-605a-4d5a-8981-87be9bd5394c	"{""CC.Event.KillEvent"":""SLIDE[application.modules.ingestion.common.handlers.citizen_conflict_handler.CitizenHandlers.handle_kill_event,application.modules.ingestion.common.handlers.event_handlers.CommonEventHandlers.store_event,""}"
"{""$oid"":""64e4a9fab50712b754427099""}"	1692707321	"{""user_id"":""9105bd7e-8054-41e5-ba03-c98256cd0a27"",""virtual_server_id"":1046,""victim"":{""Character"":""Hero"",""tags"":[""HitWidget"",""AI""],""Token"":"""",""team_id"":"""",""Location"":""X=-1211.505 Y=-4041.513 Z=194.200""},""associated_users"":[""9105bd7e-8054-41e5-ba03-c98256cd0a27""],""Assists"":[],""KillInstigator"":{""OneShot"":0,""tags"":[""Player"",""HitWidget""],""team_id"":""00000000-0000-0000-0000-000000000000"",""Token"":""9105bd7e-8054-41e5-ba03-c98256cd0a27"",""Distance"":2613.1730217339913906,""used_weapon"":{""type"":""Rifle"",""name"":""MK556Rifle""},""Headshot"":0,""Location"":""X=1389.036 Y=-3784.874 Z=194.051"",""Character"":""Tunkas""},""GameModeName"":""Conquest"",""MapName"":""L_EliteEnclave_V1_PLA""}"	CC.Event.KillEvent	2b72b955-7153-4f4f-b0da-b41be898fe1b	"{""CC.Event.KillEvent"":""SLIDE[application.modules.ingestion.common.handlers.citizen_conflict_handler.CitizenHandlers.handle_kill_event,application.modules.ingestion.common.handlers.event_handlers.CommonEventHandlers.store_event,""}"
"{""$oid"":""64e4a9fcb50712b7544270a1""}"	1692707324	"{""user_id"":"""",""virtual_server_id"":1046,""victim"":{""Character"":""Hero"",""tags"":[""HitWidget"",""AI""],""Token"":"""",""team_id"":"""",""Location"":""X=3048.709 Y=-7473.319 Z=392.778""},""associated_users"":[],""Assists"":[{""Character"":""Hero"",""tags"":[""HitWidget"",""AI""],""Token"":"""",""team_id"":"""",""Location"":""X=3123.639 Y=-7517.398 Z=392.778""}],""KillInstigator"":{""OneShot"":0,""team_id"":"""",""Headshot"":0,""Token"":"""",""tags"":[""HitWidget"",""AI""],""Character"":""Hero"",""Distance"":617.47036047548851911,""Location"":""X=2728.970 Y=-8001.558 Z=392.778"",""used_weapon"":{""name"":""MK556Rifle"",""type"":""Rifle""}},""GameModeName"":""Conquest"",""MapName"":""L_EliteEnclave_V1_PLA""}"	CC.Event.KillEvent	e273b595-6ce3-4121-b097-29c3cbdc3c62	"{""CC.Event.KillEvent"":""SLIDE[application.modules.ingestion.common.handlers.citizen_conflict_handler.CitizenHandlers.handle_kill_event,application.modules.ingestion.common.handlers.event_handlers.CommonEventHandlers.store_event,""}"
"{""$oid"":""64e4aa026f69ac7aed412bce""}"	1692707330	"{""victim"":{""tags"":[""HitWidget"",""AI""],""Location"":""X=-958.030 Y=-5097.387 Z=194.200"",""Token"":"""",""team_id"":"""",""Character"":""Hero""},""associated_users"":[""9105bd7e-8054-41e5-ba03-c98256cd0a27""],""user_id"":""9105bd7e-8054-41e5-ba03-c98256cd0a27"",""MapName"":""L_EliteEnclave_V1_PLA"",""virtual_server_id"":1046,""KillInstigator"":{""Headshot"":0,""OneShot"":0,""Location"":""X=-353.584 Y=-5273.757 Z=194.200"",""tags"":[""Player"",""HitWidget""],""Distance"":629.65207641915651493,""used_weapon"":{""type"":""Rifle"",""name"":""MK556Rifle""},""Token"":""9105bd7e-8054-41e5-ba03-c98256cd0a27"",""Character"":""Tunkas"",""team_id"":""00000000-0000-0000-0000-000000000000""},""Assists"":[],""GameModeName"":""Conquest""}"	CC.Event.KillEvent	0c275d92-a9f1-4f65-97ab-e2560e4ea328	"{""CC.Event.KillEvent"":""SLIDE[application.modules.ingestion.common.handlers.citizen_conflict_handler.CitizenHandlers.handle_kill_event,application.modules.ingestion.common.handlers.event_handlers.CommonEventHandlers.store_event,""}"
